,label,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
727,neutral,0.6823642,0.5046122,0.08514268,0.5481877,0.08375711,0.0,0.07977875,0.00036496966,0.0,0.022209242,0.24221894,0.31352592,0.45556983,0.0,0.35454577,0.36069584,0.42356324,0.19017932,0.1865296,0.035929043
728,neutral,0.43828103,0.20266779,0.5094806,0.40068108,0.077886425,0.0,0.10897356,0.0066385306,0.0,0.032046765,0.1012306,0.43752712,0.30467656,0.0,0.565009,0.3171526,0.9771358,0.37088892,0.09387107,0.06463112
729,neutral,0.44267985,0.42130783,0.2997764,0.4593271,0.07807063,0.0,0.18401909,0.007292536,0.0,0.0747269,0.25143674,0.52905923,0.56100243,0.0,0.3775364,0.5821405,0.004967013,0.05315017,0.169778,0.05040484
730,neutral,0.40317178,0.16928086,0.62711746,0.47966784,0.06474633,0.0,0.14693789,0.12164316,1.0,0.02682294,0.21776769,0.3802929,0.53882843,0.0,0.44775665,0.53838646,0.17978092,0.094784476,0.28263667,0.04062563
731,neutral,0.6646688,0.47963923,0.28653497,0.73335403,0.08134865,0.0,0.10512463,0.038281277,0.0,0.02148389,0.3108733,0.42380697,0.593212,0.0,0.70687157,0.28836888,0.5768236,0.057136916,0.0649549,0.04534676
732,neutral,0.57334864,0.24341244,0.28852344,0.61367553,0.073641114,0.0,0.14430994,0.043938696,1.0,0.051210117,0.39410913,0.46346223,0.41263053,0.0,0.23365714,0.3946307,0.12388368,0.31051248,0.039814204,0.049089294
733,neutral,0.54702467,0.227522,0.26058644,0.5424757,0.048121445,0.0,0.09295461,0.007971933,0.0,0.014022416,0.2739522,0.09868484,0.3189763,0.0,0.25895715,0.05001919,0.8397456,0.18010308,0.036704052,0.035507847
734,neutral,0.52764726,0.43416536,0.19020614,0.387256,0.071500264,0.0,0.14695789,0.00010341987,1.0,0.02340473,0.25612116,0.40003052,0.4644884,0.0,0.40034124,0.52099156,0.82554704,0.22905663,0.18079306,0.049734313
735,neutral,0.43864965,0.29952228,0.31523478,0.49383876,0.06884052,0.0,0.12718548,0.012134909,0.0,0.013893145,0.18274534,0.28730163,0.3690439,0.0,0.273086,0.33974114,0.15232459,0.077775456,0.11717389,0.029580662
736,neutral,0.38224092,0.19578733,0.47426814,0.37561816,0.060874503,0.0,0.18850006,0.022846464,0.0,0.021128608,0.24573919,0.19406232,0.24847326,0.0,0.21965747,0.12509295,0.74437207,0.11092468,0.05313413,0.030906415
737,neutral,0.73712105,0.54965955,0.11774487,0.57917315,0.078070976,0.0,0.10553043,0.003197817,0.0,0.02440145,0.08021997,0.03711155,0.400424,0.0,0.2449335,0.020454332,0.8643189,0.42941472,0.17266198,0.17060459
738,neutral,0.37756523,0.24043834,0.10293208,0.70525056,0.056913048,0.0,0.091856316,0.00016206682,1.0,0.021911798,0.22048052,0.107286215,0.4090971,0.0,0.19003113,0.19868575,0.3354075,0.16258238,0.109807,0.032961443
739,neutral,0.6563792,0.40744618,0.32746717,0.4005281,0.05467144,1.0,0.13933527,0.017207608,0.0,0.02095948,0.20118171,0.37342036,0.31140557,0.0,0.22489557,0.17165573,0.5132113,0.23320837,0.067331836,0.056540187
740,,0.38971075,0.33928263,0.22001913,0.49493495,0.09249394,0.0,0.083987474,0.036328506,1.0,0.057364825,0.52387863,0.106537946,0.5770997,0.0,0.35766393,0.41638288,0.006693513,0.10997523,0.1083549,0.04509611
741,neutral,0.29593784,0.15395662,0.2626542,0.4603272,0.07486358,0.0,0.10384291,0.00042629338,0.0,0.015117531,0.12042907,0.082050264,0.5126152,0.0,0.13823806,0.17071237,0.00859891,0.065471396,0.13820599,0.04842408
742,neutral,0.5049586,0.32004794,0.438657,0.7155502,0.060768764,0.0,0.20706305,0.018029645,0.0,0.01756021,0.36085057,0.7733991,0.34656784,0.0,0.25227952,0.55579823,0.030069461,0.25358412,0.31515032,0.044143133
743,neutral,0.64166087,0.24508797,0.56186223,0.32249817,0.1528179,0.0,0.1615419,0.5878954,1.0,0.036924146,0.47451654,0.68920505,0.37688836,0.0,0.43314993,0.5637669,0.09385621,0.15606263,0.13977195,0.041680083
744,neutral,0.6768225,0.5979104,0.18877769,0.54443413,0.22191052,0.0,0.20755062,0.004443709,1.0,0.17310436,0.47545233,0.36902648,0.5464643,0.0,0.40696165,0.5835196,0.53239214,0.39175713,0.36028582,0.18864186
745,neutral,0.19940194,0.26794502,0.33638304,0.45055115,0.060463157,0.0,0.09712079,0.27286142,0.0,0.033924893,0.50137436,0.15251437,0.4389709,0.0,0.27986336,0.46295002,0.24086577,0.65282714,0.280141,0.023237221
746,neutral,0.29461423,0.19595347,0.6246277,0.70470464,0.07157076,0.0,0.10841752,0.02635313,0.0,0.026358614,0.18393463,0.2517035,0.45610726,0.0,0.45574588,0.23439734,0.36257935,0.1586723,0.29642174,0.02629854
747,neutral,0.628424,0.4492527,0.41017243,0.37176716,0.103373475,0.0,0.14845683,0.100436114,1.0,0.050095443,0.19848824,0.29722613,0.45484647,0.0,0.3485795,0.11159121,0.7132963,0.15216836,0.045834932,0.09713013
748,neutral,0.3036385,0.08373936,0.30040756,0.3186516,0.07968287,1.0,0.14929292,0.04553804,0.0,0.016931795,0.1736518,0.11123228,0.23332244,0.0,0.26908445,0.32915995,0.041971516,0.051729724,0.34313616,0.03601251
749,neutral,0.4814605,0.14852765,0.7088793,0.357256,0.09378899,0.0,0.093046784,0.1980127,0.0,0.024441797,0.49725586,0.73805153,0.5634915,0.0,0.30931482,0.7687996,0.0070570493,0.07376988,0.43268895,0.0869206
750,neutral,0.68031317,0.27035338,0.3055735,0.70841014,0.07107499,0.0,0.16207695,0.00027628246,1.0,0.041472837,0.18813303,0.416438,0.4318144,0.0,0.2713468,0.19080023,0.05778607,0.115509786,0.050517865,0.028052261
751,neutral,0.34937212,0.2785629,0.25523132,0.40615082,0.0964993,0.0,0.10198986,0.070450865,0.0,0.061527543,0.25191498,0.37326652,0.3773934,0.0,0.5004952,0.083607726,0.7186155,0.3987354,0.10402969,0.03555347
752,neutral,0.46464434,0.14227915,0.13214755,0.54419917,0.0767349,0.0,0.07445709,0.060595937,1.0,0.012525036,0.10242289,0.12887639,0.25953934,0.0,0.1817698,0.22016142,0.28731596,0.03869978,0.101465635,0.034012612
753,neutral,0.481563,0.26665798,0.20301244,0.40513766,0.11630029,0.0,0.082481384,0.02216214,0.0,0.0439177,0.34744534,0.25138804,0.6572949,0.0,0.2733043,0.3206424,0.57392836,0.45734054,0.07518819,0.046807267
754,neutral,0.54977643,0.12907284,0.44518054,0.47271067,0.08831858,0.0,0.18210766,0.0018204075,1.0,0.017930506,0.2509014,0.5286306,0.43785107,0.0,0.31463084,0.1996356,0.048766024,0.10657962,0.13089618,0.03864695
755,neutral,0.40574118,0.09434206,0.6215845,0.32782,0.0913037,0.0,0.09607838,0.013064733,0.0,0.025454057,0.20846406,0.44019073,0.4504867,0.0,0.6403292,0.07037387,0.9701502,0.16750951,0.10757892,0.097588025
756,neutral,0.66773194,0.5181656,0.23068304,0.4513931,0.11647946,0.0,0.10343303,0.07374752,1.0,0.065789975,0.2631035,0.20978628,0.54541695,0.0,0.18521391,0.20417209,0.8441923,0.33287627,0.052043434,0.16973984
757,neutral,0.4678128,0.22503698,0.2949571,0.5226853,0.05627733,1.0,0.1088183,0.1650358,0.0,0.03500041,0.1759041,0.071798734,0.300162,0.0,0.3446698,0.17415676,0.9614801,0.5428515,0.052470062,0.04231252
758,neutral,0.4421688,0.12924679,0.5650563,0.34094468,0.08061827,0.0,0.15134576,0.010136945,1.0,0.021313807,0.49462894,0.31179348,0.37937766,0.0,0.50710386,0.4689473,0.0009781814,0.24292167,0.40672156,0.03413472
759,neutral,0.46543688,0.36413482,0.22725905,0.6841976,0.07124681,0.0,0.15812223,0.06406334,0.0,0.022916207,0.20297214,0.22126734,0.4030406,0.0,0.27840522,0.2625759,0.66285515,0.15925246,0.09330669,0.08540823
760,neutral,0.48200142,0.1214203,0.32422978,0.55532205,0.050078157,0.0,0.110258594,0.17418155,0.0,0.030494286,0.56531185,0.24303772,0.22701722,0.0,0.5237256,0.3651065,0.16186602,0.39971548,0.48694718,0.030852376
761,neutral,0.6343919,0.22846048,0.33394969,0.4595722,0.09993285,0.0,0.1207079,0.012287088,1.0,0.053208597,0.2686995,0.3864438,0.42198795,0.0,0.17294198,0.54252654,0.07326824,0.0587945,0.20368156,0.07841517
762,neutral,0.6647523,0.20845784,0.84126794,0.3689092,0.056080643,0.0,0.16472735,0.041860633,0.0,0.012083991,0.1576876,0.8324686,0.37133127,0.0,0.26732638,0.18963425,0.44572946,0.16996121,0.5174077,0.025714228
763,neutral,0.55058736,0.28724825,0.25889203,0.57730526,0.08227779,0.0,0.11507076,0.00666804,0.0,0.018561946,0.17005211,0.4147945,0.5693997,0.0,0.5533897,0.2883026,0.10084755,0.13515761,0.24671842,0.02588851
764,neutral,0.71918994,0.26064798,0.32247308,0.7006649,0.06978959,0.0,0.15002927,0.0011419153,1.0,0.016764954,0.08258441,0.51182765,0.36774108,0.0,0.24352697,0.0628467,0.60720295,0.105405785,0.07711054,0.06842236
765,,0.4596536,0.22275686,0.22397874,0.26757815,0.20718288,0.0,0.36964583,0.0010882667,1.0,0.2736033,0.40175793,0.49410552,0.61046773,0.0,0.5318217,0.6224238,0.5594395,0.3926918,0.23136908,0.11043517
766,,0.75160575,0.6033134,0.76074314,0.32667947,0.1298351,0.0,0.34463933,0.70841753,0.0,0.024300743,0.4970453,0.55327755,0.44707787,1.0,0.6251243,0.61786205,0.03126572,0.279373,0.5298552,0.73794407
767,neutral,0.3003018,0.20861563,0.35521522,0.37014073,0.10899468,0.0,0.21406102,0.015984993,0.0,0.048781317,0.21430594,0.28142104,0.5343303,0.0,0.741506,0.26981887,0.9020894,0.16594288,0.38211343,0.17714447
768,neutral,0.37107706,0.34032467,0.1256017,0.5816313,0.05649794,0.0,0.15684268,0.0139668435,0.0,0.03585957,0.21282984,0.1956082,0.2596596,0.0,0.16801004,0.3099324,0.034703847,0.29490915,0.068689175,0.028503193
769,neutral,0.58136374,0.45654076,0.33175182,0.5429567,0.09072379,0.0,0.091084644,0.0038547704,1.0,0.022401055,0.12491396,0.027126217,0.45795915,0.0,0.13740398,0.11055895,0.39472467,0.1859816,0.040832072,0.0525214
770,neutral,0.5322608,0.28362048,0.18925636,0.46260852,0.1076837,0.0,0.11164312,0.012716349,0.0,0.02960891,0.16722651,0.7007995,0.55033374,0.0,0.34894413,0.4178924,0.9869326,0.6015499,0.045497544,0.24068269
771,neutral,0.36083436,0.29331174,0.1352257,0.49034995,0.092023954,0.0,0.11656388,0.00030740234,0.0,0.051894654,0.18734743,0.46109444,0.3912824,0.0,0.3119338,0.5086064,0.055983514,0.08313997,0.17805323,0.047248412
772,neutral,0.52564836,0.37368992,0.531086,0.37960175,0.11115546,0.0,0.22025011,0.4182874,0.0,0.034429215,0.38721138,0.56315506,0.49420232,0.0,0.7161059,0.7706021,0.054406796,0.15908094,0.88925976,0.060373686
773,neutral,0.36204755,0.25018674,0.07981171,0.37855497,0.063145585,0.0,0.1250658,0.0027898506,0.0,0.018473234,0.24843958,0.048391376,0.41252086,0.0,0.26227775,0.12740993,0.97295433,0.6390597,0.25797746,0.0468858
774,neutral,0.40469748,0.10131831,0.6952138,0.36987287,0.098458275,0.0,0.24319369,0.03817592,0.0,0.03977862,0.36638382,0.6486575,0.36037403,0.0,0.5412771,0.5140617,0.052667335,0.2788809,0.113750614,0.11329338
775,neutral,0.3444971,0.2001414,0.6474441,0.37347057,0.10398019,0.0,0.1916304,0.023876976,1.0,0.033906925,0.36867306,0.6643241,0.59161705,0.0,0.5639499,0.70170665,0.01091969,0.17802946,0.72350043,0.031300493
776,neutral,0.28174666,0.26948935,0.068821095,0.371706,0.098660566,0.0,0.07164406,0.0032550462,0.0,0.028143095,0.25753263,0.11864092,0.529026,0.0,0.5212102,0.5198769,0.0067449063,0.09630112,0.1711588,0.028877506
777,neutral,0.44894248,0.3603269,0.7236167,0.30643955,0.10202504,0.0,0.22174577,0.047312908,1.0,0.047794085,0.23835173,0.71772856,0.41673943,0.0,0.5613214,0.6114582,0.0024066062,0.17369498,0.41074905,0.042189706
778,neutral,0.70539594,0.41748002,0.410563,0.3073404,0.36125082,0.0,0.580064,0.114200525,0.0,0.31437257,0.5987497,0.47820124,0.48203123,0.0,0.33950293,0.37520814,0.81000745,0.35879317,0.36507827,0.31109348
779,neutral,0.27405795,0.20988756,0.21065155,0.38839874,0.05924003,0.0,0.0956462,0.025562024,0.0,0.025343787,0.1590347,0.17805612,0.3471741,0.0,0.49517354,0.484342,0.15223297,0.2205394,0.3916665,0.038754407
780,neutral,0.35838264,0.28754085,0.6053898,0.36205178,0.098642185,0.0,0.15512417,0.0014256475,1.0,0.02261795,0.4281949,0.43179506,0.45913818,0.0,0.53534853,0.40476158,0.32745916,0.49939153,0.3951796,0.057009805
781,neutral,0.36075604,0.14296333,0.25384918,0.52943474,0.08896051,0.0,0.1342476,0.0033439556,0.0,0.060627855,0.20317821,0.13857193,0.25781178,0.0,0.32769668,0.45924148,0.062169284,0.094043076,0.42271557,0.026735688
782,neutral,0.5155368,0.31888068,0.7023754,0.3540753,0.07795193,0.0,0.13817824,0.0011352547,0.0,0.0130992215,0.12998796,0.21462482,0.45145962,0.0,0.38554826,0.22320952,0.8543266,0.26098278,0.5562612,0.13089335
783,neutral,0.6322239,0.25697973,0.30350223,0.37611362,0.10534131,0.0,0.1701982,0.017182369,1.0,0.030226186,0.21884614,0.83043003,0.3936137,0.0,0.59162855,0.47012007,0.36982125,0.18088697,0.41048443,0.05470457
784,neutral,0.29595137,0.24693316,0.2294703,0.48979503,0.064609885,0.0,0.17382531,0.0014642474,0.0,0.021052495,0.17721167,0.09481313,0.28206307,0.0,0.24779786,0.14756611,0.6341046,0.11203744,0.34623703,0.025990665
785,neutral,0.5911541,0.35684675,0.3523915,0.36760572,0.07120801,0.0,0.13484213,0.00018134632,0.0,0.01867232,0.45660588,0.5098895,0.50695723,0.0,0.48162642,0.65984756,0.014751903,0.15221491,0.53126186,0.042944204
786,neutral,0.45974144,0.4650438,0.047938142,0.71128213,0.038481317,0.0,0.09889862,0.02992675,1.0,0.025440611,0.15582062,0.19264139,0.31740016,0.0,0.24378721,0.19617069,0.62166876,0.11039859,0.21426946,0.057278164
787,neutral,0.48140946,0.3607919,0.4363436,0.72742486,0.044529997,0.0,0.1467046,0.0991565,1.0,0.025434008,0.30168068,0.23101623,0.3095865,0.0,0.51900196,0.4000013,0.01682448,0.11294191,0.19958562,0.031171557
788,neutral,0.5612638,0.251425,0.3279536,0.3433373,0.08005737,0.0,0.10764133,0.0063146157,0.0,0.022113856,0.20624901,0.20258044,0.6411035,0.0,0.38079813,0.56410635,0.040705994,0.05383648,0.14279374,0.03385329
789,neutral,0.4977926,0.15718547,0.5498554,0.3369846,0.08029063,0.0,0.19838119,0.008154317,0.0,0.02274745,0.3492342,0.20815764,0.580346,0.0,0.56055266,0.32592076,0.14586058,0.33693743,0.24915807,0.055328146
790,neutral,0.29513592,0.24571322,0.4229566,0.3821355,0.0827283,0.0,0.11274875,0.007198891,1.0,0.011937009,0.22280045,0.24172461,0.42631772,0.0,0.5730344,0.21655746,0.12118245,0.09489125,0.15503931,0.05408157
791,neutral,0.6614736,0.38843685,0.64846337,0.4455593,0.08911429,1.0,0.16926853,0.3071599,0.0,0.025523936,0.3372156,0.5725803,0.55531573,0.0,0.7095307,0.50323784,0.0064551416,0.073037766,0.20688722,0.023510536
792,neutral,0.4620343,0.21488322,0.37121296,0.3123882,0.16623875,0.0,0.18162261,0.035802476,1.0,0.03491566,0.19228536,0.5928253,0.38512886,0.0,0.3827501,0.35943612,0.18915804,0.23571213,0.4654652,0.023185859
793,neutral,0.28940994,0.1081421,0.11970948,0.3790779,0.061070625,0.0,0.10804063,0.0008546749,0.0,0.011296401,0.05581481,0.1610109,0.24131174,0.0,0.1401403,0.11528104,0.6258816,0.21897808,0.04667992,0.039163515
794,neutral,0.6017917,0.39338103,0.122077055,0.7297099,0.08268492,0.0,0.16056924,0.0030332317,0.0,0.03672602,0.12750325,0.11646551,0.27605253,0.0,0.15858749,0.18730281,0.25964925,0.12358818,0.20445661,0.19612049
795,neutral,0.5047569,0.29354942,0.43910024,0.61709934,0.07747506,0.0,0.14813697,0.0031120765,1.0,0.054482616,0.15944336,0.19630498,0.24539442,0.0,0.36696497,0.17106771,0.97639465,0.2727518,0.21242477,0.05731636
796,neutral,0.25346923,0.19728635,0.5680016,0.3459448,0.07123333,0.0,0.12120786,0.007898562,0.0,0.018902047,0.22401224,0.0536804,0.2904895,0.0,0.22185166,0.20412384,0.4004355,0.48659602,0.058158416,0.040801242
797,neutral,0.3420652,0.5360694,0.3549844,0.6597554,0.03879869,0.0,0.11708909,0.0001917371,0.0,0.016370837,0.23008235,0.124366425,0.27548984,0.0,0.2951702,0.33777347,0.24053395,0.22584537,0.10461242,0.036147244
798,neutral,0.4546847,0.3725848,0.53061825,0.32259256,0.1296006,0.0,0.23524994,0.36179462,0.0,0.056779377,0.34874484,0.72448945,0.65481126,0.0,0.4564438,0.7638559,0.021551255,0.32131088,0.49675357,0.048267256
799,neutral,0.3871826,0.2794262,0.9274039,0.3337403,0.097327374,0.0,0.27662328,0.7553457,0.0,0.041494492,0.32613894,0.6053304,0.59418976,0.0,0.583926,0.67308664,0.06100758,0.16072781,0.5167887,0.3937906
800,neutral,0.69256085,0.40969548,0.4079151,0.6942218,0.06829691,0.0,0.094490945,0.01230566,0.0,0.017872762,0.27286774,0.22168373,0.51921785,0.0,0.2675126,0.28450274,0.025096519,0.12833028,0.3625313,0.06096212
801,neutral,0.3534812,0.4350804,0.16445978,0.5682658,0.13399616,0.0,0.110332415,0.03025696,1.0,0.057864632,0.16595456,0.18274859,0.49664864,0.0,0.21007098,0.19741349,0.2870585,0.081018455,0.27932802,0.044336174
802,neutral,0.5517728,0.1579481,0.46713787,0.35162783,0.11224882,1.0,0.09796421,0.001452802,0.0,0.02425535,0.09236652,0.21290827,0.4757572,0.0,0.31492683,0.06478851,0.63161886,0.28577673,0.041381113,0.031140186
803,neutral,0.48481637,0.26388863,0.46245432,0.729939,0.07349177,0.0,0.12744513,0.0017279134,0.0,0.029238079,0.09027236,0.2864078,0.38720363,0.0,0.26358923,0.1615588,0.4061609,0.05129339,0.0944541,0.07529993
804,neutral,0.6187035,0.38350812,0.3269649,0.49336034,0.057574958,0.0,0.12292348,0.0072602206,0.0,0.018332977,0.2860231,0.39430308,0.51017797,0.0,0.7040744,0.55060595,0.013025774,0.14250864,0.38998875,0.035664905
805,neutral,0.67832994,0.5128356,0.35035035,0.40930268,0.20296937,0.0,0.13247228,0.28024796,0.0,0.13213924,0.24031416,0.4739369,0.46356913,0.0,0.21600887,0.040843397,0.99184567,0.34245932,0.13419963,0.084421225
806,neutral,0.5263167,0.35420132,0.17124845,0.6704808,0.079907656,1.0,0.23715316,0.010482101,0.0,0.05549569,0.3959065,0.17937443,0.37786332,0.0,0.38325545,0.38946444,0.09238329,0.27361915,0.5930156,0.07433986
807,,0.5813245,0.2641362,0.3159845,0.6763538,0.10381908,0.0,0.14238584,0.18328063,0.0,0.06028112,0.17013252,0.099341765,0.59794843,0.0,0.50633085,0.6307029,0.090143025,0.169115,0.25578392,0.045752816
808,neutral,0.55650854,0.37395847,0.15747711,0.6983588,0.05407486,0.0,0.12622732,0.012420908,0.0,0.03359757,0.25061876,0.10770135,0.42509437,0.0,0.3052079,0.28059852,0.4340392,0.40244728,0.21019562,0.055223253
809,,0.4071287,0.16806655,0.253915,0.39822128,0.09188291,0.0,0.08029784,0.08477115,0.0,0.027259717,0.22228968,0.23070647,0.4761091,0.0,0.5823921,0.3997865,0.06713359,0.06234482,0.4467169,0.024785634
810,neutral,0.45949903,0.36255953,0.47950763,0.6464072,0.06644262,0.0,0.1456508,0.0045167943,1.0,0.07126746,0.113464065,0.54038674,0.24079591,0.0,0.31575066,0.32189214,0.057678513,0.08106584,0.16256031,0.041854236
811,neutral,0.47757104,0.0893276,0.42732593,0.37860203,0.09506309,0.0,0.09411461,0.005709777,1.0,0.015614693,0.220464,0.19974801,0.53167236,0.0,0.3543024,0.2847425,0.06923004,0.030627942,0.25760713,0.026047722
812,neutral,0.526765,0.3896539,0.0615022,0.3780575,0.07047111,0.0,0.06931052,0.0010226804,0.0,0.018848987,0.16146435,0.19382586,0.35480383,0.0,0.22645503,0.12235917,0.24228723,0.1490949,0.04126512,0.04920027
813,neutral,0.20317283,0.16984254,0.4462183,0.35964355,0.09407604,0.0,0.18000582,0.028783994,1.0,0.044959214,0.5287049,0.7602098,0.419906,0.0,0.48507282,0.73915136,0.00046402987,0.07644761,0.31498358,0.027668428
814,neutral,0.5174094,0.32173795,0.20800915,0.72406816,0.045248006,0.0,0.102360666,6.141108e-05,0.0,0.019843062,0.19530135,0.04666836,0.49282402,0.0,0.2832849,0.33608362,0.865999,0.07111502,0.057230134,0.044177704
815,neutral,0.62523687,0.3787249,0.13057181,0.64485985,0.124381565,0.0,0.18104464,0.3356996,1.0,0.057915866,0.26863602,0.31191233,0.37849462,0.0,0.14890574,0.16457361,0.3025901,0.15974781,0.21433155,0.13076967
816,neutral,0.4055586,0.45084655,0.2449121,0.6455007,0.039872613,0.0,0.083005235,0.003516905,0.0,0.02805933,0.16687745,0.12826705,0.2919081,0.0,0.18176606,0.13863961,0.020014942,0.17156027,0.19679736,0.034907512
817,neutral,0.46860534,0.44841328,0.23496625,0.5284164,0.10953288,0.0,0.15158314,0.0017670669,1.0,0.08116072,0.26933846,0.06651888,0.36717063,0.0,0.31357694,0.11357914,0.9288784,0.10760887,0.4077151,0.3251066
818,neutral,0.3574168,0.2737387,0.32832277,0.50790495,0.05769196,0.0,0.11442155,0.029773189,1.0,0.03569533,0.2648356,0.32933927,0.30417946,0.0,0.24242884,0.2000401,0.3978939,0.11749646,0.23417573,0.03446344
819,neutral,0.41437045,0.16412565,0.2567759,0.4014544,0.094399795,0.0,0.0955533,0.0016022491,1.0,0.04191337,0.5796395,0.08384177,0.5733888,0.0,0.62305814,0.72472835,0.07752306,0.03517145,0.1317578,0.031269785
820,neutral,0.51450574,0.43053183,0.21239227,0.6994763,0.05120832,0.0,0.17119804,0.46931165,0.0,0.09015393,0.26388747,0.1460148,0.2102128,0.0,0.1373799,0.084808156,0.3081908,0.11830599,0.12159396,0.05665789
821,neutral,0.7374167,0.2287184,0.16535857,0.5565711,0.1016406,0.0,0.123766206,0.0004334511,0.0,0.027345221,0.22458272,0.26916352,0.4704699,0.0,0.33135825,0.5787911,0.1507783,0.36234072,0.09178921,0.026506227
822,neutral,0.43741718,0.14989188,0.45280463,0.35185343,0.093409695,0.0,0.20507316,0.087912254,0.0,0.03065333,0.3324129,0.61860925,0.40178713,0.0,0.41777584,0.520287,0.00517099,0.17600243,0.3065464,0.03127284
823,neutral,0.63252133,0.45795393,0.1548661,0.6421414,0.10259647,0.0,0.13896146,0.006422848,1.0,0.055284783,0.30010718,0.24073966,0.454061,0.0,0.2902251,0.11961562,0.3449889,0.08440112,0.16991702,0.06554547
824,neutral,0.56421626,0.2328554,0.42026672,0.3094534,0.11591452,0.0,0.19847415,0.27669978,1.0,0.035164133,0.24810164,0.7379933,0.37839893,0.0,0.4468201,0.58233917,0.05836864,0.11214253,0.17969975,0.059217587
825,neutral,0.35654572,0.24500504,0.22068478,0.43118316,0.058567926,0.0,0.095820345,0.0060380735,1.0,0.015157413,0.24413957,0.030389484,0.49159855,0.0,0.35476443,0.38182846,0.03134256,0.1410645,0.009147511,0.0404418
826,neutral,0.63690144,0.43872067,0.5043568,0.73108,0.059715364,0.0,0.16463652,0.0029415186,1.0,0.027036613,0.08148816,0.1146985,0.36853,0.0,0.35961005,0.22783574,0.8327176,0.10969998,0.08430695,0.06649212
827,neutral,0.3530209,0.23411943,0.13633667,0.56200945,0.044223506,0.0,0.07580928,0.003657208,0.0,0.017155174,0.17111601,0.17142019,0.34829858,0.0,0.2204584,0.11906536,0.0370488,0.14784968,0.095647365,0.042788394
828,neutral,0.53408843,0.17452176,0.7680364,0.3979174,0.2467794,0.0,0.24074447,0.22836699,1.0,0.1311246,0.5778338,0.622707,0.6522935,0.0,0.62847424,0.7284533,0.28362173,0.3541134,0.2916693,0.026769934
829,neutral,0.59921724,0.22958139,0.713506,0.54532427,0.047335137,0.0,0.11550114,0.053886387,1.0,0.027409632,0.10449849,0.39739537,0.2728129,0.0,0.36641046,0.17782192,0.123397104,0.22783697,0.35574716,0.04952509
830,neutral,0.3390288,0.21350685,0.39142102,0.31968635,0.048427995,0.0,0.09135291,0.0011266012,0.0,0.017945064,0.10251325,0.27943334,0.30416068,0.0,0.29359382,0.13812718,0.15067719,0.13689052,0.16236463,0.025424171
831,neutral,0.49639294,0.12473177,0.39248314,0.35065997,0.08710659,0.0,0.1580839,0.2551405,0.0,0.05420701,0.55313253,0.24324654,0.33691093,0.0,0.4402152,0.6137649,0.09486489,0.2780398,0.19796611,0.040285368
832,neutral,0.6140648,0.2951366,0.371444,0.73438156,0.069982424,0.0,0.13632001,0.004252557,0.0,0.029425759,0.058150183,0.27516472,0.25325325,0.0,0.1517277,0.06853092,0.3460193,0.17527783,0.044594906,0.03214333
833,neutral,0.3703529,0.1812897,0.15323256,0.3405136,0.10961685,0.0,0.17534985,0.43583044,1.0,0.10037118,0.58760434,0.14616421,0.4801214,0.0,0.22144845,0.36318013,0.021258874,0.3882806,0.24400549,0.031837802
834,neutral,0.5012458,0.18898572,0.23107651,0.7455807,0.07945169,0.0,0.14263827,0.010984145,0.0,0.034956437,0.14983694,0.7512188,0.47574425,0.0,0.4040521,0.7460155,0.04602473,0.041797683,0.16754794,0.044424377
835,neutral,0.3856699,0.24234715,0.6787517,0.33558878,0.07511453,0.0,0.15702207,0.00014166077,1.0,0.040085122,0.39309978,0.21770933,0.41221583,0.0,0.46168533,0.7580249,0.058466535,0.3330246,0.258761,0.053328592
836,neutral,0.6186821,0.35468698,0.41000023,0.33261412,0.29577225,0.0,0.24435616,0.577233,0.0,0.29581547,0.40411484,0.6919769,0.730738,0.0,0.75992835,0.8223314,0.0091821775,0.039370995,0.16439658,0.022748066
837,neutral,0.73664874,0.42414725,0.4162593,0.4308292,0.08490534,0.0,0.11708931,0.046511654,0.0,0.0237422,0.17187868,0.1391071,0.62350994,0.0,0.15496871,0.10964069,0.42573848,0.11872625,0.0956816,0.117949605
838,neutral,0.38270485,0.18350308,0.8117923,0.38811633,0.06772124,0.0,0.22682546,0.022329329,1.0,0.012466461,0.1335245,0.13268137,0.49494937,0.0,0.5233759,0.2554424,0.97035587,0.08138023,0.20259741,0.041953143
839,neutral,0.49694684,0.34880888,0.5224073,0.6965714,0.07496131,0.0,0.1390229,0.0344525,1.0,0.033935774,0.19443013,0.18230088,0.47738418,0.0,0.3523199,0.29335827,0.03206153,0.08175696,0.2720291,0.039792456
840,neutral,0.59175074,0.36475578,0.20545955,0.58972186,0.06379704,0.0,0.14797148,0.00092222757,1.0,0.033421464,0.14688227,0.16549613,0.43264917,0.0,0.21869846,0.15041289,0.2951984,0.053051367,0.16861786,0.039102793
841,neutral,0.34489036,0.30707297,0.38356304,0.5117088,0.058724586,0.0,0.10177458,0.010272921,0.0,0.039935257,0.22164217,0.12852779,0.32817978,0.0,0.47114614,0.6366082,0.036602713,0.080111936,0.15458973,0.03846016
842,neutral,0.55487704,0.34763685,0.22183011,0.53812253,0.10334746,0.0,0.1107709,0.0064406134,1.0,0.029299067,0.25433162,0.081689365,0.43784586,0.0,0.2016693,0.17255403,0.83204585,0.36401892,0.044652544,0.024854604
